Source IP,Source Port,Destination IP,Destination Port,Protocol,Flow Duration,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,label
10.0.2.15,48847,195.154.107.23,443,6,4918283.0,2594.0523458248,8.3362425464,2986.6755905512,383705.372716966,2369936.0,0.0,258852.263157895,533022.581415735,2369936.0,0.0,245907.0,522197.099797526,2370125.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,1409624.0,75218.0862889333,34.761042661,212934.333333333,98405.1376814203,559439.0,9.0,61284.1304347826,141362.183061905,559568.0,0.0,58687.875,135981.443777647,559439.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4998612.0,25924.4872186389,19.4053869354,3359.4153400868,116697.941901326,621038.0,-14.0,111080.266666667,158096.295091775,622124.0,85.0,99968.46,149028.158666334,621038.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,2681622.0,16651.2017335695,77.1920874754,10681.3269230769,36861.3624395251,346073.0,0.0,33103.987654321,55080.598472714,346201.0,0.0,20465.5080645161,45428.6499113973,346073.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,1430319.0,3005.6547639243,5.59315789,1312.5646871686,255057.654051468,609636.0,22.0,476773.0,116714.190384032,609636.0,18.0,476677.0,152284.323198417,646911.0,353405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,679644.0,81612.4917524519,26.4844536257,122287.0,54656.7031576075,128741.0,15.0,84955.5,62993.3901226379,167656.0,2928.0,64184.5,58923.9514507592,128741.0,582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,455085.0,436221.529338231,13.1843501763,223173.571428571,142903.984092467,326609.0,0.0,227542.5,140447.670199616,326854.0,49.0,227432.5,140256.751368695,326609.0,128256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4309563.0,43613.044597834,3.2485892421,72057.6,969017.770995012,3534484.0,0.0,718260.5,1386406.49886918,3534484.0,793.0,718227.0,1404230.97148283,3570957.0,294.0,467554.0,0.0,467554.0,0.0,3534484.0,0.0,3534484.0,3534484.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,298563.0,135203.467203405,13.3975073937,19002.7604562738,172214.351457711,298377.0,0.0,298563.0,0.0,298563.0,37.0,298377.0,0.0,298377.0,298377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,1323125.0,37221.9883922955,7.5578649032,4132.8647746244,241306.266872332,703969.0,5.0,330781.25,272584.619104325,703969.0,38.0,330728.0,272735.691047823,704151.0,55852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,468133.0,3250.8669851671,32.0421760483,11193.0560538117,81778.8218940522,302006.0,5.0,78022.1666666667,117184.8912009,302169.0,0.0,61387.0,111615.875258256,302006.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,1331815.0,26525.0904647153,6.0068402894,285465.333333333,247781.446832159,577571.0,9.0,443938.333333333,124164.517702657,577571.0,29.0,443875.333333333,124410.811291999,577803.0,331905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4903247.0,17542.0818939501,10.4012708313,39797.8235294118,179837.291623245,685555.0,0.0,213181.52173913,219803.287115562,685738.0,55.0,188581.538461538,215998.884477903,685555.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4997040.0,1076.2973262575,78.6465587628,8994.5648148148,43699.6049835243,439495.0,0.0,30840.0987654321,66705.9512657115,439555.0,1.0,21820.9257641921,57801.4102039823,439632.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4493291.0,298090.584782925,173.1470318749,3472.6292307692,18926.9533715622,252078.0,10.0,15655.7665505226,31435.2102086958,252133.0,12.0,9188.5051124745,25133.792645325,252243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,194553.0,297472.19198363,30.8399253674,11101.135857461,41000.6698274553,94756.0,15.0,64851.0,29083.991748039,94795.0,73.0,94811.0,0.0,94811.0,94811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4998331.0,54327.031640939,134.8450112648,3996.4631147541,35766.6579299577,404551.0,13.0,19913.6693227092,58907.333730854,405108.0,389.0,11872.1235154394,46060.3809337363,404551.0,5.0,0.0,0.0,0.0,949150.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4998359.0,27115.0995553063,349.5147107281,2982.6694711539,11962.1946238668,166066.0,28.0,7822.1580594679,19683.2711137733,166122.0,168.0,4518.7775768535,16781.2629503654,205707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4992790.0,810625.188181859,376.9435526029,408.1691689228,10846.9550982446,155701.0,12.0,7256.8459302326,18074.4864796932,155802.0,4.0,4133.389261745,14178.0122426049,155701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4996787.0,177690.086358674,280.3801722987,2554.1519052523,14552.6942670041,216397.0,0.0,10033.7088353414,24554.6356381334,216827.0,410.0,5545.7524972253,19485.9301660855,216397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4995413.0,2344.0990651664,336.7088967419,468.6666666667,11118.0082580759,135779.0,11.0,8243.1914191419,18306.5288995504,135837.0,7.0,4651.1722532589,15913.3742882742,137794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4997887.0,300463.868637152,300.7270872671,15161.3495440729,14044.9239726407,214397.0,3.0,9592.3416506718,24476.7064439762,214580.0,40.0,5099.8,18082.822520482,214397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4943705.0,28678.838577859,269.2312749244,17202.1215277778,20151.0012178036,458765.0,23.0,10342.3535564854,34322.9693867624,464210.0,304.0,5786.7685076381,26011.0845612222,458765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4944808.0,177422.081345965,59.2540701277,275662.882352941,67962.7254935297,550987.0,0.0,42263.3162393162,104622.294989763,574856.0,8.0,27186.275862069,87143.3500761905,551187.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4013274.0,25015.49322124,7.9735398081,2782.1715877437,286829.144716483,1451132.0,19.0,250829.625,370093.639674047,1451194.0,179.0,286647.642857143,382570.464547303,1451469.0,867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4985478.0,21002.306980431,45.7328264211,13501.0821917808,64972.6357409445,657138.0,35.0,51396.6804123711,94884.0607329706,662569.0,0.0,38358.3643410853,84673.6235862018,657138.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4990069.0,116371.521204676,296.18828918,12986.9505208333,13293.7557851764,133880.0,0.0,8942.7759856631,22337.2636614181,133938.0,46.0,5435.1503267974,17259.8264323443,134031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4981597.0,38312.0751398965,294.2831385196,2697.7415002698,11909.9229259009,134006.0,0.0,8943.355475763,19226.8144421491,134119.0,26.0,5492.3384785006,15851.3389686972,134006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4953965.0,23424.4243798002,375.0531140208,8019.6022099448,10666.2255991263,136225.0,15.0,7169.0984081042,17710.3168139695,136463.0,19.0,4237.2772532189,14441.3603591165,136225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4999532.0,2685.0516457977,280.8262853403,15087.6193353474,12545.9205088882,184653.0,0.0,8740.222027972,19655.5923706457,184859.0,3.0,6023.2951807229,16957.0685630426,184653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4985892.0,30839.018869238,286.2075632605,9732.7543859649,14108.1857240075,271734.0,22.0,8508.3481228669,21958.6193474482,271734.0,0.0,5942.1918951132,19299.1383893305,311322.0,0.0,0.0,0.0,0.0,2043298.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4879212.0,218782.012073066,162.1163417372,91370.8048780488,24287.468659509,474841.0,4.0,14435.5384615385,37053.6746932473,474960.0,65.0,10818.1507760532,32626.3261617482,475037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4834607.0,329773.709115459,162.9915316798,576.4938500812,23877.0325931859,286376.0,49.0,16278.138047138,39957.9261501488,286793.0,32.0,9785.2903885481,31189.8360472976,286376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4302803.0,31579.2889217014,8.1342324991,48644.1818181818,253370.593661883,1201471.0,21.0,253106.058823529,323114.93771808,1238533.0,0.0,268920.9375,326587.494207901,1201471.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4972382.0,424593.92612903,21.9210832957,1102.3176288432,87190.5027051979,378627.0,35.0,99447.12,112331.900615558,380174.0,1.0,87228.7543859649,110772.461273305,378627.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4989654.0,25301.5586922984,253.524593088,125944.0,17149.5595612935,316641.0,39.0,11112.4922048998,29023.8448476691,316696.0,206.0,6063.4901719902,22523.6775201129,316802.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4738246.0,1523.5174647416,251.5698847211,914.709100958,30723.2958569528,701263.0,45.0,11641.8820638821,52749.9625711431,701302.0,0.0,6002.2835249042,38662.9997592327,701303.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4786640.0,36979.0904810091,13.1616332124,248.0,135117.996438873,798778.0,11.0,165056.551724138,166036.804381822,798778.0,43.0,148424.6875,166994.011614757,836649.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4984526.0,34464.1125500031,33.5036872112,2808.8650168729,93168.4725043291,880634.0,0.0,65633.6933333333,134058.438879304,880876.0,0.0,55381.9333333333,122858.252880136,880634.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4780317.0,18893.434615067,57.5275656405,2424.9398058252,43055.359059615,374429.0,0.0,40856.5042735043,62439.9686515009,374521.0,23.0,30642.1858974359,54699.4812270976,374627.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4932066.0,151071.305742181,28.385670427,6551.5464852608,68457.5874460447,305585.0,0.0,78285.1428571429,91361.2792194171,333870.0,57.0,65758.8266666667,84399.5339894227,305585.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4998359.0,24286.1792454913,24.4080107091,766.1521605884,79712.8615832352,458600.0,0.0,83393.4210526316,102651.343997699,458600.0,54.0,79336.8888888889,102675.15113966,498292.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4698658.0,3562.8401675782,24.0494200685,6051.3310344828,70599.4980821859,372674.0,26.0,87012.1851851852,89884.3548810367,372727.0,5.0,82429.5789473684,89838.557049566,372730.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4572685.0,70672.0361973209,7.4354564113,17338.7430555556,209440.935494616,658493.0,30.0,268974.588235294,224704.04816977,658493.0,82.0,267102.866666667,215132.042313508,658708.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4888934.0,6871.6200825101,3.4772406418,83795.0,797131.868270478,2981230.0,-1.0,611116.75,1071981.77463462,2981275.0,102.0,272490.142857143,520862.78570094,1443038.0,1066.0,232.0,0.0,232.0,0.0,2981230.0,0.0,2981230.0,2981230.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4899946.0,11317.9231715197,13.2654523131,6822.0340909091,214872.153838319,1215532.0,9.0,148483.212121212,283186.178554162,1215532.0,8.0,163294.066666667,294277.123568213,1215695.0,32.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4913732.0,9203389.83050847,92.1906200827,147179.0,42882.2064444997,564807.0,45.0,27603.9438202247,67854.4550495,564982.0,19.0,17997.4249084249,56091.7988980587,564807.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4773233.0,3291.4011387561,175.9813526807,342689.4,26062.333394389,374026.0,55.0,15447.145631068,44796.6039807622,414164.0,7.0,9023.0207939508,34433.0987323544,374026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4736840.0,23973.8245427637,237.7112167605,5321.5241157556,21518.7057327648,371883.0,0.0,11413.8891566265,37402.2649506278,408351.0,185.0,6375.0310296192,27028.9830121548,371883.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4444216.0,380.3336008977,105.0804011326,92821.023255814,63486.6744485708,907293.0,23.0,28126.8987341772,107001.685973633,907293.0,31.0,13384.1107491857,77659.7886626338,946017.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4804022.0,26093.3080035496,8.9508332809,16971.4280821918,225162.496736245,1000778.0,15.0,208867.434782609,271811.632855754,1000902.0,208.0,266883.222222222,281506.297200395,1000938.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4881470.0,6458.7551056201,40.1518395074,2818.1666666667,59629.8815104655,355509.0,133.0,53642.5274725275,80298.4665737551,355659.0,3.0,47391.5436893204,77790.4732564741,355509.0,4.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4957284.0,16750.5073407413,11.29650833,61970.5,145294.97277923,518848.0,13.0,170940.827586207,162586.372624801,518848.0,191.0,198283.84,158776.771220289,519162.0,61.0,0.0,0.0,0.0,474484.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4942773.0,384696.808557531,12.1389349663,3036.2490886999,141385.062829589,600449.0,0.0,164754.633333333,164560.46023176,600595.0,97.0,176520.142857143,162306.441426616,600581.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4340378.0,24941.4858824976,9.4461818763,6143.2097186701,169182.993666614,662932.0,11.0,217016.05,187062.967885001,662932.0,20.0,210803.0,191929.788195811,663125.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,3203302.0,294529.786095878,3.7461344575,16762.1476510067,673753.729659746,2265254.0,5.0,533883.666666667,867449.461293663,2265254.0,3.0,763865.25,1019369.98988309,2265435.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4595333.0,68127.49188064,3.917017548,2780.3921023359,599940.780411988,1993612.0,10.0,574403.5,792220.311064506,1993612.0,0.0,574400.625,790311.080110491,1993797.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,2131444.0,1259.8168637947,6.5683170658,14706.2890855457,337829.688932445,1162172.0,37.0,304471.0,422373.808297816,1162172.0,4.0,400527.8,474576.53914748,1162352.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4840326.0,22075.515455202,1.2395859287,14713.8112094395,1930788.14067098,4405573.0,12.0,2420163.0,2808308.52260787,4405937.0,1618.0,2419955.0,2808413.17441149,4405803.0,434107.0,364.0,0.0,364.0,0.0,4405573.0,0.0,4405573.0,4405573.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,3428712.0,2440.6475582717,3.4998565059,11171.7488687783,476829.79203998,1569569.0,11.0,685742.4,497964.799864207,1569569.0,15.0,685708.8,498243.8165243,1569992.0,426037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4595287.0,902.4774312669,4.7875138158,2745.2671927847,329337.666985819,1001248.0,69.0,459501.4,343915.557340009,1001409.0,220.0,459516.4,343901.183406642,1001365.0,358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,3829236.0,110768.594938626,2.350338292,11106.5688888889,856997.062291514,2407314.0,56.0,957309.0,1050303.19827404,2407479.0,0.0,1276324.0,1021726.36016646,2407426.0,420289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4811428.0,442547.166490391,6.2351551348,9824.426035503,454677.514460846,2409995.0,5.0,343673.428571428,616091.003692913,2410125.0,0.0,343660.214285714,616088.704919021,2410150.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4421048.0,4966.0201130862,8.1428656735,11836.4476190476,185678.066024938,515473.0,12.0,260061.647058824,192262.972375384,515473.0,201.0,260049.882352941,197093.147350397,554206.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4108268.0,18715.5680455807,4.8682315759,4306.3057708872,393106.886925343,1589669.0,15.0,456474.222222222,473725.808052184,1589669.0,0.0,456448.888888889,473762.458333405,1589851.0,910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,1535699.0,21571.663842893,6.511692721,11794.7825059102,229128.942825747,500670.0,18.0,383924.75,175920.880898914,500895.0,0.0,383866.75,175909.366300519,500670.0,128463.0,0.0,0.0,0.0,405.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4405483.0,3606.4564855479,3.1778581372,3246.2805755396,941311.483896748,3432806.0,1.0,734247.166666667,1334275.44775394,3432806.0,0.0,734215.666666667,1353996.7041246,3472891.0,288.0,569495.0,0.0,569495.0,0.0,3432806.0,0.0,3432806.0,3432806.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,491516.0,33401.4419428686,8.1380870613,2920.8838709677,283575.118789243,491283.0,0.0,491516.0,0.0,491516.0,442660.0,491283.0,0.0,491283.0,491283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,1471394.0,45923.7785406155,9.5147866581,2904.3329459617,207977.236328821,692299.0,0.0,245232.333333333,258519.143219737,692299.0,0.0,239191.833333333,261259.251145996,692493.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4386474.0,9178.6541354654,2.2797353866,380178.727272727,1121617.959641,3445984.0,0.0,1096618.5,1569736.56331086,3445984.0,37.0,1096571.25,1570038.65468558,3446390.0,165309.0,555773.0,0.0,555773.0,0.0,3445984.0,0.0,3445984.0,3445984.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,562256.0,28561.9112496887,14.2283941834,12436.6658354115,163034.021452287,434022.0,2.0,187418.666666667,222908.323434396,434138.0,178.0,187356.666666667,222875.472758519,434022.0,458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,2073291.0,111508.986682304,6.7525494492,278.0,296724.232593571,981198.0,2.0,345522.166666667,366408.46879646,981198.0,60.0,345525.0,366421.772252141,981411.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,568284.0,24988.5639303356,15.8371518466,10508.6450777202,140405.450858779,400891.0,0.0,189428.0,202005.470908587,402215.0,0.0,132370.0,188669.771473864,400891.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,381147.0,7194.3216066248,10.4946385515,11675.0351288056,219891.647797273,380958.0,3.0,381147.0,0.0,381147.0,102.0,380958.0,0.0,380958.0,380958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,3243789.0,4954.4131957647,18.188605979,32448.7843137255,135130.30309271,825195.0,0.0,111854.793103448,180400.101357348,825195.0,5.0,115843.357142857,180259.689796203,825406.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,194529.0,2270.0289292821,20.5624868272,11898.6849642005,112242.088482886,194449.0,58.0,97264.5,137496.206494943,194489.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,379007.0,10613.7806773038,10.5538947829,1729.2152560084,218658.715393037,378821.0,35.0,379007.0,0.0,379007.0,0.0,378821.0,0.0,378821.0,378821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,45.0,950.422683327,44444.4444444444,2432.2878048781,0.0,45.0,7.0,45.0,0.0,45.0,636622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,367809.0,16583.2391118991,10.8752096876,10914.9146608315,212208.268780931,367640.0,66.0,367809.0,0.0,367809.0,0.0,367640.0,0.0,367640.0,367640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4818736.0,24485.8178583699,32.7886815132,1724.6835016835,84542.2899679575,590965.0,9.0,61778.6666666667,117205.044170924,590965.0,0.0,61292.4615384616,119247.634641105,630022.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4880415.0,69464.7381979952,20.2851601759,8498.7487179487,261131.967366084,2555309.0,46.0,93852.1346153846,355923.048618054,2555309.0,115.0,108450.333333333,385799.302159167,2593291.0,79.0,844352.0,0.0,844352.0,0.0,2555309.0,0.0,2555309.0,2555309.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,2595937.0,39996.1290888511,26.1947805359,15241.0519877676,84723.5028849886,439369.0,85.0,78661.8181818182,120074.016706482,479093.0,132.0,73625.9696969697,113467.893998006,439369.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4135435.0,2708.6454038408,14.75056433,15052.7792207792,230072.828780867,1548986.0,-3.0,142599.689655172,317346.369235584,1549091.0,32.0,137839.566666667,313604.65611127,1549105.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,3906324.0,352218.866538006,39.6792483163,2380.6718446602,48958.8949585883,330555.0,0.0,52083.1466666667,65627.8601031714,331527.0,4.0,47771.5897435897,64394.7748673688,330555.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,110.0,114750.261082502,18181.8181818182,1691.8199661591,0.0,110.0,5.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4806163.0,243639.615245985,76.3602899028,13436.204851752,57005.2143712115,550029.0,32.0,35080.5620437956,92541.4211652927,550134.0,8.0,21078.9605263158,72839.9506074533,550029.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4896457.0,9645.9595331569,24.5075163532,2861.1921749137,169135.84203676,1672838.0,0.0,106443.02173913,262291.633723185,1674371.0,8.0,68004.2222222222,214138.570439943,1672838.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4999294.0,17815.5561457727,230.6325653182,15540.3177570093,18031.3927554373,259443.0,10.0,11653.365967366,29366.6903020752,259564.0,0.0,6923.620498615,23110.3394125111,259443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4999137.0,427855.474670777,320.0552415347,12708.786259542,11886.1026701214,177918.0,8.0,8574.4528301887,19629.9183673113,177981.0,168.0,4925.078817734,16343.4313888433,214339.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
10.0.2.15,48847,195.154.107.23,443,6,4999046.0,362982.978369682,293.8560677377,1849.1116863905,14068.7552081946,221806.0,34.0,9189.2794117647,23445.2239001946,221931.0,62.0,5416.008667389,18499.6538365905,221806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROWSING
